id,lemma,translation,transliteration,ipa,pos,category,examples,frequency,definition,audio,inflections
679,,T‐shirt,,,Noun,,_____@,,,,
680,tryezë,table,,,Noun,f,Macja është nën tryezë.@The cat is under the table.,,table,,
681,merr,take,(you) take,,Verb,,_____@,,second-person singular active present indicative of marr ((you) take)Si? Ti merr drogë? ― What? You take drugs?,,
682,heq,take off,,,Verb,,Heq dorë.@I quit.,,I pull out,,~['hequr', 'duke hequr', 'për të hequr', 'heq', 'heq', 'heq', 'heqim', 'hiqni', 'heqin', 'hiqja', 'hiqje', 'hiqte', 'hiqnim', 'hiqnit', 'hiqnin', 'hoqa', 'hoqe', 'hoqi', 'hoqëm', 'hoqët', 'hoqën', 'kam hequr', 'ke hequr', 'ka hequr', 'kemi hequr', 'keni hequr', 'kanë hequr', 'kisha hequr', 'kishe hequr', 'kishte hequr', 'kishim hequr', 'kishit hequr', 'kishin hequr', 'pata hequr', 'pate hequr', 'pati hequr', 'patëm hequr', 'patët hequr', 'patën hequr', 'do të heq', 'do të heqësh', 'do të heqë', 'do të heqim', 'do të hiqni', 'do të heqin', 'do të kem hequr', 'do të kesh hequr', 'do të ketë hequr', 'do të kemi hequr', 'do të keni hequr', 'do të kenë hequr', 'të heq', 'të heqësh', 'të heqë', 'të heqim', 'të hiqni', 'të heqin', 'të hiqja', 'të hiqje', 'të hiqte', 'të hiqnim', 'të hiqnit', 'të hiqnin', 'të kem hequr', 'të kesh hequr', 'të ketë hequr', 'të kemi hequr', 'të keni hequr', 'të kenë hequr', 'të kisha hequr', 'të kishe hequr', 'të kishte hequr', 'të kishim hequr', 'të kishit hequr', 'të kishin hequr', 'do të hiqja', 'do të hiqje', 'do të hiqte', 'do të hiqnim', 'do të hiqnit', 'do të hiqnin', 'do të kisha hequr', 'do të kishe hequr', 'do të kishte hequr', 'do të kishim hequr', 'do të kishit hequr', 'do të kishin hequr', 'heqsha', 'heqsh', 'heqtë', 'heqshim', 'heqshit', 'heqshin', 'paça hequr', 'paç hequr', 'pastë hequr', 'paçim hequr', 'paçit hequr', 'paçin hequr', 'heqkam', 'heqke', 'heqka', 'heqkemi', 'heqkeni', 'heqkan', 'heqkësha', 'heqkëshe', 'heqkësh', 'heqkëshim', 'heqkëshit', 'heqkëshin', 'paskam hequr', 'paske hequr', 'paska hequr', 'paskemi hequr', 'paskeni hequr', 'paskan hequr', 'paskësha hequr', 'paskëshe hequr', 'paskësh hequr', 'paskëshim hequr', 'paskëshit hequr', 'paskëshin hequr', '—', 'hiq', '—', '—', 'hiqni', '—']~
683,gjatë,tall,,,Adjective,m,Ajo jetoi një jetë të gjatë e të trishtë. Vdiq duke shpresuar që do ta shihte të birin qoftë edhe një herë.@She had a long and a sad life. She died hoping that she would see her son at least one more time.,,tall,,
684,,tap,,,Noun,,_____@,,,,
685,shije,taste,,,Verb,f,_____@,,taste; flavour,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'shije', 'shije', 'shija', 'shijet', 'kallëzore', 'shije', 'shije', 'shijen', 'shijet', 'gjinore', 'i', 'e', 'të', 'së', 'shije', 'shijeve', 'shijes', 'shijevet', 'dhanore', 'shije', 'shijeve', 'shijes', 'shijevet', 'rrjedhore', 'shije', 'shijesh', 'shijes', 'shijevet']~
686,çaj,tea,,/t͡ʃaj/,Noun,m,A do të pish çaj apo kafe?@Do you want to drink tea or coffee?,,tea,,
687,arsimtar,teacher,,,Noun,m,_____@,,teacher,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'arsimtar', 'arsimtarë', 'arsimtari', 'arsimtarët', 'kallëzore', 'arsimtar', 'arsimtarë', 'arsimtarin', 'arsimtarët', 'gjinore', 'i', 'e', 'të', 'së', 'arsimtari', 'arsimtarëve', 'arsimtarit', 'arsimtarëvet', 'dhanore', 'arsimtari', 'arsimtarëve', 'arsimtarit', 'arsimtarëvet', 'rrjedhore', 'arsimtari', 'arsimtarësh', 'arsimtarit', 'arsimtarëvet']~
688,ekip,team,,,Noun,,_____@,,,,
689,teknologji,technology,,/tɛknɔlɔˈɟʑi/,Noun,f,_____@,,technology,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'teknologji', 'teknologji', 'teknologjia', 'teknologjitë', 'kallëzore', 'teknologji', 'teknologji', 'teknologjinë', 'teknologjitë', 'gjinore', 'i', 'e', 'të', 'së', 'teknologjie', 'teknologjive', 'teknologjisë', 'teknologjive', 'dhanore', 'teknologjie', 'teknologjive', 'teknologjisë', 'teknologjive', 'rrjedhore', 'teknologjie', 'teknologjish', 'teknologjisë', 'teknologjive']~
690,telefon,telephone,,,Noun,m,Ky telefon nuk po funksionon siç duhet.@This phone is not working as it should.,,telephone,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'telefon', 'telefona', 'telefoni', 'telefonat', 'kallëzore', 'telefon', 'telefona', 'telefonin', 'telefonat', 'gjinore', 'i', 'e', 'të', 'së', 'telefoni', 'telefonave', 'telefonit', 'telefonavet', 'dhanore', 'telefoni', 'telefonave', 'telefonit', 'telefonavet', 'rrjedhore', 'telefoni', 'telefonash', 'telefonit', 'telefonavet']~
691,televizion,television,,,Noun,,_____@,,television; TVUnë shikova një ndeshje në televizion.I saw a match on TV.,,
692,temperaturë,temperature,,,Noun,,_____@,,,,
693,teatër,theater,,,Noun,m,_____@,,theatre,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'teatër', 'teatro', 'teatri', 'teatrot', 'kallëzore', 'teatër', 'teatro', 'teatrin', 'teatrot', 'gjinore', 'i', 'e', 'të', 'së', 'teatri', 'teatrove', 'teatrit', 'teatrovet', 'dhanore', 'teatri', 'teatrove', 'teatrit', 'teatrovet', 'rrjedhore', 'teatri', 'teatrosh', 'teatrit', 'teatrovet']~
694,trashë,thick,,,Adjective,m,_____@,,thick; fat; massive (thicker; wider than usual)Synonyms: majmë; pjellor ; plotëTrup i trashë.Massive body.Këmbë të trasha; buzë të trasha.Thick legs; thick lips.A ke parë sa i trashë është ai?Have you seen how fat he is?,,
695,hollë,thin,,,Adjective,m,_____@,,thin; slender; fine; slim; daintily,,
696,send,thing,,,Noun,m,_____@,,thing; object,,
697,mendoj,think,,/mɛnˈdɔj/,Verb,,Shpesh mendoj për vendin ku të kam takuar ty.@I often think about the place where I met you.,,I think,,~['menduar', 'duke menduar', 'për të menduar', 'mendoj', 'mendon', 'mendon', 'mendojmë', 'mendoni', 'mendojnë', 'mendoja', 'mendoje', 'mendonte', 'mendonim', 'mendonit', 'mendonin', 'mendova', 'mendove', 'mendoi', 'menduam', 'menduat', 'menduan', 'kam menduar', 'ke menduar', 'ka menduar', 'kemi menduar', 'keni menduar', 'kanë menduar', 'kisha menduar', 'kishe menduar', 'kishte menduar', 'kishim menduar', 'kishit menduar', 'kishin menduar', 'pata menduar', 'pate menduar', 'pati menduar', 'patëm menduar', 'patët menduar', 'patën menduar', 'do të mendoj', 'do të mendosh', 'do të mendojë', 'do të mendojmë', 'do të mendoni', 'do të mendojnë', 'do të kem menduar', 'do të kesh menduar', 'do të ketë menduar', 'do të kemi menduar', 'do të keni menduar', 'do të kenë menduar', 'të mendoj', 'të mendosh', 'të mendojë', 'të mendojmë', 'të mendoni', 'të mendojnë', 'të mendoja', 'të mendoje', 'të mendonte', 'të mendonim', 'të mendonit', 'të mendonin', 'të kem menduar', 'të kesh menduar', 'të ketë menduar', 'të kemi menduar', 'të keni menduar', 'të kenë menduar', 'të kisha menduar', 'të kishe menduar', 'të kishte menduar', 'të kishim menduar', 'të kishit menduar', 'të kishin menduar', 'do të mendoja', 'do të mendoje', 'do të mendonte', 'do të mendonim', 'do të mendonit', 'do të mendonin', 'do të kisha menduar', 'do të kishe menduar', 'do të kishte menduar', 'do të kishim menduar', 'do të kishit menduar', 'do të kishin menduar', 'mendofsha', 'mendofsh', 'mendoftë', 'mendofshim', 'mendofshit', 'mendofshin', 'paça menduar', 'paç menduar', 'pastë menduar', 'paçim menduar', 'paçit menduar', 'paçin menduar', 'menduakam', 'menduake', 'menduaka', 'menduakemi', 'menduakeni', 'menduakan', 'menduakësha', 'menduakëshe', 'menduakësh', 'menduakëshim', 'menduakëshit', 'menduakëshin', 'paskam menduar', 'paske menduar', 'paska menduar', 'paskemi menduar', 'paskeni menduar', 'paskan menduar', 'paskësha menduar', 'paskëshe menduar', 'paskësh menduar', 'paskëshim menduar', 'paskëshit menduar', 'paskëshin menduar', '—', 'mendo', '—', '—', 'mendoni', '—']~
698,etur,thirsty,,,Adjective,,Thanë që janë të etur.@They said they're thirsty.,,,,
699,e enjte,Thursday,,/ɛ‿ˈɛɲtɛ/,Noun,f,_____@,,Thursday,,
700,biletë,ticket,,,Noun,f,A ka ndonjë biletë me ulje çmimi për disa udhëtime bashkë?@Are there any discount fares for multiple trips?,,ticket,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'biletë', 'bileta', 'bileta', 'biletat', 'kallëzore', 'biletë', 'bileta', 'biletën', 'biletat', 'gjinore', 'i', 'e', 'të', 'së', 'bilete', 'biletave', 'biletës', 'biletavet', 'dhanore', 'bilete', 'biletave', 'biletës', 'biletavet', 'rrjedhore', 'bilete', 'biletash', 'biletës', 'biletavet']~
701,zyra e biletave,ticket office,,,Noun,,_____@,,,,
702,i ngushtë,tight,,,Adjective,,Turqia është miku më i ngushtë i Shqipërisë.@Turkey is the closest friend of Albania.,,,,
703,kohë,time,,,Noun,f,Ju do te futeni në telashe nqs shpenzoni kohë me të.@You’ll get into trouble if you spend time with him.,,timeSynonym: qëro (archaic),,
704,orar,timetable,,,Noun,,_____@,,,,
705,tip,tip,,,Noun,,_____@,,,,
706,gomë,tire,,,Noun,f,_____@,,tyre; tire,,
707,lodhur,tired,,,Adjective,,Unë jam i lodhur.@I'm tired.,,,,
708,shputë,toe,,/ʃpu.tə/,Noun,f,_____@,,palm; sole,,
709,tualet,toilet,,,Noun,,_____@,,,,
710,gjuhë,tongue,gljuhë,/ˈɟuhə/,Noun,f,Një gjuhë asnjëherë nuk është mjaft.@One language is never enough.,,(anatomy) tongue,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'gjuhë', 'gjuhë', 'gjuha', 'gjuhët', 'kallëzore', 'gjuhë', 'gjuhë', 'gjuhën', 'gjuhët', 'gjinore', 'i', 'e', 'të', 'së', 'gjuhe', 'gjuhëve', 'gjuhës', 'gjuhëvet', 'dhanore', 'gjuhe', 'gjuhëve', 'gjuhës', 'gjuhëvet', 'rrjedhore', 'gjuhe', 'gjuhësh', 'gjuhës', 'gjuhëvet']~
711,mjet,tool,,,Noun,,_____@,,tool; instrument,,
712,dhëmb,tooth,,,Noun,m,_____@,,tooth,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'dhëmb', 'dhëmbë', 'dhëmbi', 'dhëmbët', 'kallëzore', 'dhëmb', 'dhëmbë', 'dhëmbin', 'dhëmbët', 'gjinore', 'i', 'e', 'të', 'së', 'dhëmbi', 'dhëmbëve', 'dhëmbit', 'dhëmbëvet', 'dhanore', 'dhëmbi', 'dhëmbëve', 'dhëmbit', 'dhëmbëvet', 'rrjedhore', 'dhëmbi', 'dhëmbësh', 'dhëmbit', 'dhëmbëvet']~
713,top,top,,,Noun,m,_____@,,ball,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'top', 'tope', 'topi', 'topet', 'kallëzore', 'top', 'tope', 'topin', 'topet', 'gjinore', 'i', 'e', 'të', 'së', 'topi', 'topeve', 'topit', 'topevet', 'dhanore', 'topi', 'topeve', 'topit', 'topevet', 'rrjedhore', 'topi', 'topesh', 'topit', 'topevet']~
714,prek,touch,,,Verb,,_____@,,I touch (also figuratively),,~['prekur', 'duke prekur', 'për të prekur', 'prek', 'prek', 'prek', 'prekim', 'prekni', 'prekin', 'prekja', 'prekje', 'prekte', 'preknim', 'preknit', 'preknin', 'preka', 'preke', 'preki', 'prekëm', 'prekët', 'prekën', 'kam prekur', 'ke prekur', 'ka prekur', 'kemi prekur', 'keni prekur', 'kanë prekur', 'kisha prekur', 'kishe prekur', 'kishte prekur', 'kishim prekur', 'kishit prekur', 'kishin prekur', 'pata prekur', 'pate prekur', 'pati prekur', 'patëm prekur', 'patët prekur', 'patën prekur', 'do të prek', 'do të prekësh', 'do të prekë', 'do të prekim', 'do të prekni', 'do të prekin', 'do të kem prekur', 'do të kesh prekur', 'do të ketë prekur', 'do të kemi prekur', 'do të keni prekur', 'do të kenë prekur', 'të prek', 'të prekësh', 'të prekë', 'të prekim', 'të prekni', 'të prekin', 'të prekja', 'të prekje', 'të prekte', 'të preknim', 'të preknit', 'të preknin', 'të kem prekur', 'të kesh prekur', 'të ketë prekur', 'të kemi prekur', 'të keni prekur', 'të kenë prekur', 'të kisha prekur', 'të kishe prekur', 'të kishte prekur', 'të kishim prekur', 'të kishit prekur', 'të kishin prekur', 'do të prekja', 'do të prekje', 'do të prekte', 'do të preknim', 'do të preknit', 'do të preknin', 'do të kisha prekur', 'do të kishe prekur', 'do të kishte prekur', 'do të kishim prekur', 'do të kishit prekur', 'do të kishin prekur', 'preksha', 'preksh', 'prektë', 'prekshim', 'prekshit', 'prekshin', 'paça prekur', 'paç prekur', 'pastë prekur', 'paçim prekur', 'paçit prekur', 'paçin prekur', 'prekkam', 'prekke', 'prekka', 'prekkemi', 'prekkeni', 'prekkan', 'prekkësha', 'prekkëshe', 'prekkësh', 'prekkëshim', 'prekkëshit', 'prekkëshin', 'paskam prekur', 'paske prekur', 'paska prekur', 'paskemi prekur', 'paskeni prekur', 'paskan prekur', 'paskësha prekur', 'paskëshe prekur', 'paskësh prekur', 'paskëshim prekur', 'paskëshit prekur', 'paskëshin prekur', '—', 'prek', '—', '—', 'prekni', '—']~
715,turne,tour,,,Noun,,_____@,,,,
716,turist,tourist,,,Noun,,Ky turist duket si Jezusi.@This tourist looks like Jesus.,,,,
717,peshqir,towel,,,Noun,m,_____@,,towel,,
718,qytet,town,,/cyˈtɛt/,Noun,m,~Nqs do te vini ndonjehere ne qytet, ejani te me vizitoni.@If you ever come to town, come to see me.~,,city,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'qytet', 'qytete', 'qyteti', 'qytetet', 'kallëzore', 'qytet', 'qytete', 'qytetin', 'qytetet', 'gjinore', 'i', 'e', 'të', 'së', 'qyteti', 'qyteteve', 'qytetit', 'qytetevet', 'dhanore', 'qyteti', 'qyteteve', 'qytetit', 'qytetevet', 'rrjedhore', 'qyteti', 'qytetesh', 'qytetit', 'qytetevet']~
719,tren,train,,,Noun,,_____@,,,,
720,,train station,,,Noun,,_____@,,,,
721,Udhëtim,travel,,,Verb,,_____@,,,,
722,dru,tree,,,Noun,m,_____@,,tree,,
723,kamion,truck,,,Noun,,_____@,,,,
724,provoj,try,,,Verb,,_____@,,I try; to try out; to try onPo provoj të interesohem për problemet e tu; por sapo e kujtova që të urrej.I'm trying to take interest in your problems; but I just remembered that I hate you.,,~['provuar', 'duke provuar', 'për të provuar', 'provoj', 'provon', 'provon', 'provojmë', 'provoni', 'provojnë', 'provoja', 'provoje', 'provonte', 'provonim', 'provonit', 'provonin', 'provova', 'provove', 'provoi', 'provuam', 'provuat', 'provuan', 'kam provuar', 'ke provuar', 'ka provuar', 'kemi provuar', 'keni provuar', 'kanë provuar', 'kisha provuar', 'kishe provuar', 'kishte provuar', 'kishim provuar', 'kishit provuar', 'kishin provuar', 'pata provuar', 'pate provuar', 'pati provuar', 'patëm provuar', 'patët provuar', 'patën provuar', 'do të provoj', 'do të provosh', 'do të provojë', 'do të provojmë', 'do të provoni', 'do të provojnë', 'do të kem provuar', 'do të kesh provuar', 'do të ketë provuar', 'do të kemi provuar', 'do të keni provuar', 'do të kenë provuar', 'të provoj', 'të provosh', 'të provojë', 'të provojmë', 'të provoni', 'të provojnë', 'të provoja', 'të provoje', 'të provonte', 'të provonim', 'të provonit', 'të provonin', 'të kem provuar', 'të kesh provuar', 'të ketë provuar', 'të kemi provuar', 'të keni provuar', 'të kenë provuar', 'të kisha provuar', 'të kishe provuar', 'të kishte provuar', 'të kishim provuar', 'të kishit provuar', 'të kishin provuar', 'do të provoja', 'do të provoje', 'do të provonte', 'do të provonim', 'do të provonit', 'do të provonin', 'do të kisha provuar', 'do të kishe provuar', 'do të kishte provuar', 'do të kishim provuar', 'do të kishit provuar', 'do të kishin provuar', 'provofsha', 'provofsh', 'provoftë', 'provofshim', 'provofshit', 'provofshin', 'paça provuar', 'paç provuar', 'pastë provuar', 'paçim provuar', 'paçit provuar', 'paçin provuar', 'provuakam', 'provuake', 'provuaka', 'provuakemi', 'provuakeni', 'provuakan', 'provuakësha', 'provuakëshe', 'provuakësh', 'provuakëshim', 'provuakëshit', 'provuakëshin', 'paskam provuar', 'paske provuar', 'paska provuar', 'paskemi provuar', 'paskeni provuar', 'paskan provuar', 'paskësha provuar', 'paskëshe provuar', 'paskësh provuar', 'paskëshim provuar', 'paskëshit provuar', 'paskëshin provuar', '—', 'provo', '—', '—', 'provoni', '—']~
725,e martë,Tuesday,,/ɛ‿mart(ə)/,Noun,f,Dje ishte e martë.@Yesterday was Tuesday.,,Tuesday,,
726,kthehem,turn,,[ˈkθɛhɛm],Verb,,Do ta shoh ate pasi te kthehem.@I will see him after I get back.,,(intransitive) to turn; to turn over,,
727,fik,turn off,,,Verb,,_____@,,I extinguish (fire),,~['fikur', 'duke fikur', 'për të fikur', 'fik', 'fik', 'fik', 'fikim', 'fikni', 'fikin', 'fikja', 'fikje', 'fikte', 'fiknim', 'fiknit', 'fiknin', 'fika', 'fike', 'fiki', 'fikëm', 'fikët', 'fikën', 'kam fikur', 'ke fikur', 'ka fikur', 'kemi fikur', 'keni fikur', 'kanë fikur', 'kisha fikur', 'kishe fikur', 'kishte fikur', 'kishim fikur', 'kishit fikur', 'kishin fikur', 'pata fikur', 'pate fikur', 'pati fikur', 'patëm fikur', 'patët fikur', 'patën fikur', 'do të fik', 'do të fikësh', 'do të fikë', 'do të fikim', 'do të fikni', 'do të fikin', 'do të kem fikur', 'do të kesh fikur', 'do të ketë fikur', 'do të kemi fikur', 'do të keni fikur', 'do të kenë fikur', 'të fik', 'të fikësh', 'të fikë', 'të fikim', 'të fikni', 'të fikin', 'të fikja', 'të fikje', 'të fikte', 'të fiknim', 'të fiknit', 'të fiknin', 'të kem fikur', 'të kesh fikur', 'të ketë fikur', 'të kemi fikur', 'të keni fikur', 'të kenë fikur', 'të kisha fikur', 'të kishe fikur', 'të kishte fikur', 'të kishim fikur', 'të kishit fikur', 'të kishin fikur', 'do të fikja', 'do të fikje', 'do të fikte', 'do të fiknim', 'do të fiknit', 'do të fiknin', 'do të kisha fikur', 'do të kishe fikur', 'do të kishte fikur', 'do të kishim fikur', 'do të kishit fikur', 'do të kishin fikur', 'fiksha', 'fiksh', 'fiktë', 'fikshim', 'fikshit', 'fikshin', 'paça fikur', 'paç fikur', 'pastë fikur', 'paçim fikur', 'paçit fikur', 'paçin fikur', 'fikkam', 'fikke', 'fikka', 'fikkemi', 'fikkeni', 'fikkan', 'fikkësha', 'fikkëshe', 'fikkësh', 'fikkëshim', 'fikkëshit', 'fikkëshin', 'paskam fikur', 'paske fikur', 'paska fikur', 'paskemi fikur', 'paskeni fikur', 'paskan fikur', 'paskësha fikur', 'paskëshe fikur', 'paskësh fikur', 'paskëshim fikur', 'paskëshit fikur', 'paskëshin fikur', '—', 'fik', '—', '—', 'fikni', '—']~
728,ndez,turn on,,,Verb,,_____@,,to light; to kindle,,
729,i shëmtuar,ugly,,,Adjective,,Ky qytet është i shëmtuar.@This city is ugly.,,,,
730,ungji,uncle,,,Noun,,_____@,,unji,,
731,kuptoj,understand,,[kupˈtɔj],Verb,,~Nganjëherë nuk e kuptoj atë.@Sometimes, I don't understand him.~,,I understand,,~['kuptuar', 'duke kuptuar', 'për të kuptuar', 'kuptoj', 'kupton', 'kupton', 'kuptojmë', 'kuptoni', 'kuptojnë', 'kuptoja', 'kuptoje', 'kuptonte', 'kuptonim', 'kuptonit', 'kuptonin', 'kuptova', 'kuptove', 'kuptoi', 'kuptuam', 'kuptuat', 'kuptuan', 'kam kuptuar', 'ke kuptuar', 'ka kuptuar', 'kemi kuptuar', 'keni kuptuar', 'kanë kuptuar', 'kisha kuptuar', 'kishe kuptuar', 'kishte kuptuar', 'kishim kuptuar', 'kishit kuptuar', 'kishin kuptuar', 'pata kuptuar', 'pate kuptuar', 'pati kuptuar', 'patëm kuptuar', 'patët kuptuar', 'patën kuptuar', 'do të kuptoj', 'do të kuptosh', 'do të kuptojë', 'do të kuptojmë', 'do të kuptoni', 'do të kuptojnë', 'do të kem kuptuar', 'do të kesh kuptuar', 'do të ketë kuptuar', 'do të kemi kuptuar', 'do të keni kuptuar', 'do të kenë kuptuar', 'të kuptoj', 'të kuptosh', 'të kuptojë', 'të kuptojmë', 'të kuptoni', 'të kuptojnë', 'të kuptoja', 'të kuptoje', 'të kuptonte', 'të kuptonim', 'të kuptonit', 'të kuptonin', 'të kem kuptuar', 'të kesh kuptuar', 'të ketë kuptuar', 'të kemi kuptuar', 'të keni kuptuar', 'të kenë kuptuar', 'të kisha kuptuar', 'të kishe kuptuar', 'të kishte kuptuar', 'të kishim kuptuar', 'të kishit kuptuar', 'të kishin kuptuar', 'do të kuptoja', 'do të kuptoje', 'do të kuptonte', 'do të kuptonim', 'do të kuptonit', 'do të kuptonin', 'do të kisha kuptuar', 'do të kishe kuptuar', 'do të kishte kuptuar', 'do të kishim kuptuar', 'do të kishit kuptuar', 'do të kishin kuptuar', 'kuptofsha', 'kuptofsh', 'kuptoftë', 'kuptofshim', 'kuptofshit', 'kuptofshin', 'paça kuptuar', 'paç kuptuar', 'pastë kuptuar', 'paçim kuptuar', 'paçit kuptuar', 'paçin kuptuar', 'kuptuakam', 'kuptuake', 'kuptuaka', 'kuptuakemi', 'kuptuakeni', 'kuptuakan', 'kuptuakësha', 'kuptuakëshe', 'kuptuakësh', 'kuptuakëshim', 'kuptuakëshit', 'kuptuakëshin', 'paskam kuptuar', 'paske kuptuar', 'paska kuptuar', 'paskemi kuptuar', 'paskeni kuptuar', 'paskan kuptuar', 'paskësha kuptuar', 'paskëshe kuptuar', 'paskësh kuptuar', 'paskëshim kuptuar', 'paskëshit kuptuar', 'paskëshin kuptuar', '—', 'kupto', '—', '—', 'kuptoni', '—']~
732,ndërresa,underwear,,,Noun,,_____@,,,,
733,gjithësi,universe,,/ɟiθəˈsi/,Noun,f,_____@,,universe,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'gjithësi', 'gjithësi', 'gjithësia', 'gjithësitë', 'kallëzore', 'gjithësi', 'gjithësi', 'gjithësinë', 'gjithësitë', 'gjinore', 'i', 'e', 'të', 'së', 'gjithësie', 'gjithësive', 'gjithësisë', 'gjithësive', 'dhanore', 'gjithësie', 'gjithësive', 'gjithësisë', 'gjithësive', 'rrjedhore', 'gjithësie', 'gjithësish', 'gjithësisë', 'gjithësive']~
734,universitet,university,,,Noun,m,_____@,,university (institution of higher education),,
735,,,,,,,_____@,,,,
736,vlerë,value,,,Noun,?,_____@,,value; worth,,
737,,vegetable,,,Noun,,_____@,,,,
738,folje,verb,,[ˈfɔljɛ],Noun,f,_____@,,utterance; speaking; speech; talk,,
739,viktimë,victim,,,Noun,,_____@,,,,
740,vizitoj,visit,,,Verb,,_____@,,,,
741,zë,voice,,/zə/,Noun,m,_____@,,voice,,~['trajta të pashquara', 'trajta të shquara', 'numri njëjës', 'numri shumës', 'numri njëjës', 'numri shumës', 'emërore', 'zë', 'zëra', 'zëri', 'zërat', 'kallëzore', 'zë', 'zëra', 'zërin', 'zërat', 'gjinore', 'i', 'e', 'të', 'së', 'zëri', 'zërave', 'zërit', 'zëravet', 'dhanore', 'zëri', 'zërave', 'zërit', 'zëravet', 'rrjedhore', 'zëri', 'zërash', 'zërit', 'zëravet']~
742,votoj,vote,vote,/voˈtɔj/,Verb,f,_____@,,(active; intransitive) I voteSynonym: zgjedhJo; nuk votoj për dënim me vdekje. ― No; I don't vote for death penalty.,,~['votuar', 'duke votuar', 'për të votuar', 'votoj', 'voton', 'voton', 'votojmë', 'votoni', 'votojnë', 'votoja', 'votoje', 'votonte', 'votonim', 'votonit', 'votonin', 'votova', 'votove', 'votoi', 'votuam', 'votuat', 'votuan', 'kam votuar', 'ke votuar', 'ka votuar', 'kemi votuar', 'keni votuar', 'kanë votuar', 'kisha votuar', 'kishe votuar', 'kishte votuar', 'kishim votuar', 'kishit votuar', 'kishin votuar', 'pata votuar', 'pate votuar', 'pati votuar', 'patëm votuar', 'patët votuar', 'patën votuar', 'do të votoj', 'do të votosh', 'do të votojë', 'do të votojmë', 'do të votoni', 'do të votojnë', 'do të kem votuar', 'do të kesh votuar', 'do të ketë votuar', 'do të kemi votuar', 'do të keni votuar', 'do të kenë votuar', 'të votoj', 'të votosh', 'të votojë', 'të votojmë', 'të votoni', 'të votojnë', 'të votoja', 'të votoje', 'të votonte', 'të votonim', 'të votonit', 'të votonin', 'të kem votuar', 'të kesh votuar', 'të ketë votuar', 'të kemi votuar', 'të keni votuar', 'të kenë votuar', 'të kisha votuar', 'të kishe votuar', 'të kishte votuar', 'të kishim votuar', 'të kishit votuar', 'të kishin votuar', 'do të votoja', 'do të votoje', 'do të votonte', 'do të votonim', 'do të votonit', 'do të votonin', 'do të kisha votuar', 'do të kishe votuar', 'do të kishte votuar', 'do të kishim votuar', 'do të kishit votuar', 'do të kishin votuar', 'votofsha', 'votofsh', 'votoftë', 'votofshim', 'votofshit', 'votofshin', 'paça votuar', 'paç votuar', 'pastë votuar', 'paçim votuar', 'paçit votuar', 'paçin votuar', 'votuakam', 'votuake', 'votuaka', 'votuakemi', 'votuakeni', 'votuakan', 'votuakësha', 'votuakëshe', 'votuakësh', 'votuakëshim', 'votuakëshit', 'votuakëshin', 'paskam votuar', 'paske votuar', 'paska votuar', 'paskemi votuar', 'paskeni votuar', 'paskan votuar', 'paskësha votuar', 'paskëshe votuar', 'paskësh votuar', 'paskëshim votuar', 'paskëshit votuar', 'paskëshin votuar', '—', 'voto', '—', '—', 'votoni', '—']~
743,zanore,vowel,,,Noun,,_____@,,,,
744,,wait for,,,Verb,,_____@,,,,
745,kamerier,waiter,,,Noun,,_____@,,,,
